Neighbourhood,Venue Latitude,Venue Longitude,Venue,Venue Category
El Raval,41.37949971573528,2.170463226095951,La Robadora,Gastropub
El Raval,41.38009591524072,2.169054173364087,A Tu Bola,Tapas Restaurant
El Raval,41.38105850000668,2.167399262040874,33/45,Cocktail Bar
El Raval,41.380939,2.167959,Teddys - Libanés,Fast Food Restaurant
El Raval,41.380124308513615,2.1691978203880504,Ølgod,Beer Bar
El Raval,41.37854031238799,2.171100584858405,Filmoteca de Catalunya,Movie Theater
El Raval,41.3795810931896,2.170602825214247,Robadors 23,Jazz Club
El Raval,41.38087519007823,2.170135601187659,Jardins de Rubió i Lluch,Garden
El Raval,41.380950875600554,2.1700795010514637,Biblioteca de Catalunya: Teatre,Theater
El Raval,41.378212,2.170341,Suculent,Mediterranean Restaurant
El Raval,41.37863553875484,2.1706684402250858,Ófis Restaurant,Mediterranean Restaurant
El Raval,41.3794699100902,2.1706526791762295,Madame Ramen,Ramen Restaurant
El Raval,41.37997449220553,2.164890584751975,Bodega Armando,Wine Bar
El Raval,41.38234896543694,2.168812344861435,Carlota Akaneya,Japanese Restaurant
El Raval,41.38233748488436,2.1688183373821532,Caravelle,Café
El Raval,41.38130687004929,2.1714367613026337,Bacaro,Italian Restaurant
El Raval,41.381848645621595,2.169511367944632,Llop,Restaurant
El Raval,41.38205493742651,2.166349410834469,NØMAD Every Day,Coffee Shop
El Raval,41.381933202175816,2.169548429184673,Tosca Del Carme,Restaurant
El Raval,41.37636913195219,2.1691479305243284,El Pachuco,Mexican Restaurant
El Raval,41.380309715021966,2.172340440527317,Asian Restaurant,Asian Restaurant
El Raval,41.382046,2.1664028,Made in Sicily,Pizza Place
El Raval,41.37915352642744,2.1730924282122515,Cañete,Tapas Restaurant
El Raval,41.38222323239239,2.165922262785513,Discos Paradiso,Record Shop
El Raval,41.379830986064334,2.1641131912501774,JazzSí Club Taller de Músics,Jazz Club
El Raval,41.38197717824096,2.1664426993704535,Bismillah Kebabish,Falafel Restaurant
El Raval,41.38296052918113,2.1699479876928884,Chivuo's,Sandwich Place
El Raval,41.37790546295147,2.1729111671447754,Pizza Circus,Pizza Place
El Raval,41.380388207470226,2.164356903335585,Foxy Bar,Bar
El Raval,41.37844954246539,2.172683416699777,Frankie Gallo Cha Cha Cha,Pizza Place
El Raval,41.377521047855915,2.1641993522644043,Pummarola,Pizza Place
El Raval,41.382613,2.169244,Azul Frida,Mexican Restaurant
El Raval,41.38358596080116,2.1689486932103805,La Central del Raval,Bookstore
El Raval,41.38030151923886,2.172812588001186,Hostal OperaRamblas,Hostel
El Raval,41.38189299791277,2.1715822647093717,Bar Boqueria,Spanish Restaurant
El Raval,41.38327903816885,2.1685318760048267,Camper,Shoe Store
El Raval,41.382651951735994,2.165693039831818,Bodega Berlanga,Bar
El Raval,41.38229,2.166031,Muns raval,Empanada Restaurant
El Raval,41.382389768079136,2.170513260395956,Hotel Curious,Hotel
El Raval,41.380713238498885,2.1736061650627523,Liceu Opera Barcelona (Gran Teatro del Liceo),Opera House
El Raval,41.375893165450755,2.1680238723052314,Ca l'Isidre,Spanish Restaurant
El Raval,41.37585161885827,2.167776489130006,Domino Bar by Bierzofood,Cocktail Bar
El Raval,41.37814135230529,2.1733100585689993,Pastelería La Estrella,Pie Shop
El Raval,41.37894970435067,2.1637459296033508,Sésamo,Vegetarian / Vegan Restaurant
El Raval,41.38294179408072,2.1684600039041517,Óptica Bassol,Optical Shop
El Raval,41.38369735,2.16885058,Barcentral,Café
El Raval,41.382944496809316,2.167050319275195,MACBA Skate Spot,Skate Park
El Raval,41.375589194805286,2.17049320007949,macera,Cocktail Bar
El Raval,41.3755204425638,2.1679624915122986,La Confitería,Cocktail Bar
El Raval,41.38039623008049,2.1644141880119263,Rabipelao Rawalistan,Burger Joint
El Raval,41.38140436874548,2.1638397714158417,Absenta del Raval,Cocktail Bar
El Raval,41.38202001636631,2.1656172503952353,Flamingo's Vintage,Thrift / Vintage Store
El Raval,41.38167753754876,2.1644544945732314,Bagel Hood,Bagel Shop
El Raval,41.37988988318962,2.163319060929621,Bouzu,Japanese Restaurant
El Raval,41.37729027530231,2.163655291950481,Anardi,Tapas Restaurant
El Raval,41.383265,2.168396,La Masía,Pub
El Raval,41.38371158241776,2.166530396321491,Laie CCCB,Bookstore
El Raval,41.38371998360233,2.1665284351702514,Centre de Cultura Contemporània de Barcelona (CCCB),Cultural Center
El Raval,41.38340433331596,2.1706803944457267,Hotel 1898,Hotel
El Raval,41.38172259074735,2.173348181966682,Kӕlderkold,Beer Bar
El Raval,41.38303568345616,2.167153338174796,Museu d'Art Contemporani de Barcelona (MACBA) (Museo de Arte Contemporáneo de Barcelona (MACBA)),Art Museum
El Raval,41.38325302798727,2.170433675626059,Bar Lobo,Tapas Restaurant
El Raval,41.37939764184635,2.163129717263596,Mercat de Sant Antoni,Market
El Raval,41.383135550814266,2.1651895076858816,Two schmucks,Cocktail Bar
El Raval,41.37891970695072,2.1741027190820796,Palau Güell (Palacio Güell),Monument / Landmark
El Raval,41.3823712,2.1659171000000015,Casa Almirall,Bar
El Raval,41.3772509754473,2.163455886556543,Barna-Brew,Beer Bar
El Raval,41.383083,2.170809,Granja M. Viader,Café
El Raval,41.37551308518347,2.1680829706065032,Ultramarinos Hendrick's Bar,Cocktail Bar
El Raval,41.38115751691078,2.1732798149710932,Miró Mosaic on the Rambla,Plaza
El Raval,41.37770188577432,2.1735638206956973,Miscelanea Gallery-Shop-Café,Art Gallery
El Raval,41.37679690797597,2.1637083246045337,JOVANI&VINS,Wine Shop
El Raval,41.38338775472929,2.1708123224453963,La Isabela (Hotel 1898),Hotel Pool
El Raval,41.383571,2.16959,Forn Boix,Bakery
El Raval,41.38045871359099,2.1738314009565416,Rocambolesc,Ice Cream Shop
El Raval,41.38112402443637,2.1733259440672965,L'Arc de Triomf,Historic Site
El Raval,41.377445159824035,2.16389814438146,Agust Gastrobar,Mediterranean Restaurant
El Raval,41.38142949754371,2.163405418395996,M-Store,Gift Shop
El Raval,41.377569790940356,2.1640446394192634,Els Sortidors del Parlament,Tapas Restaurant
El Raval,41.377276263593274,2.170639085835972,CEM Can Ricart,Gym / Fitness Center
El Raval,41.38287422546419,2.165437337916738,The Dog Is Hot,Hot Dog Joint
Barrio Gótico,41.38366049614543,2.1772899008766218,Barrio Gótico,Neighborhood
Barrio Gótico,41.383185515636995,2.1773687184560084,Gelaaati! di Marco,Ice Cream Shop
Barrio Gótico,41.38259725181887,2.1747248202957707,Be Chocolat,Dessert Shop
Barrio Gótico,41.38331035757379,2.1764130153011076,Pont del Carrer del Bisbe,Bridge
Barrio Gótico,41.3826903148917,2.177010192961751,Plaça de Sant Jaume,Plaza
Barrio Gótico,41.38337760569814,2.1751517690117925,Plaça de Sant Felip Neri,Plaza
Barrio Gótico,41.382241106616874,2.1750853482750383,Xurrería Manuel San Román,Snack Place
Barrio Gótico,41.38274567850262,2.1757274866104126,Brugarol Barcelona,Japanese Restaurant
Barrio Gótico,41.38307898657056,2.174487680308488,Mannà Gelats,Ice Cream Shop
Barrio Gótico,41.382275,2.176912,Frankfurt Sant Jaume,Hot Dog Joint
Barrio Gótico,41.38148993786303,2.177677305294852,El Cuiner de Damasc,Falafel Restaurant
Barrio Gótico,41.38305757224352,2.174407719275142,Barcelona Duck Store,Baby Store
Barrio Gótico,41.382822874548474,2.174271311276456,Nunoya,Fabric Shop
Barrio Gótico,41.383176,2.174016,Golfo de Bizkaia Pi,Tapas Restaurant
Barrio Gótico,41.38249035285744,2.1741283557722055,Plaça del Pi (Plaza del Pino),Plaza
Barrio Gótico,41.382411525642226,2.173923394700292,Giovanni,Ice Cream Shop
Barrio Gótico,41.38407740465793,2.1807861689998216,Lomography Gallery Store Barcelona,Camera Store
Barrio Gótico,41.38358884695416,2.1809327872954074,Cafés El Magnífico,Coffee Shop
Barrio Gótico,41.38358785848681,2.180865257507556,Sans & Sans,Tea Room
Barrio Gótico,41.385617809126046,2.1796751616878036,Hola Cristo,Clothing Store
Barrio Gótico,41.38096941463271,2.1796236050111135,The Wittmore,Hotel
Barrio Gótico,41.384117829664795,2.1734246115594256,The Room,Clothing Store
Barrio Gótico,41.38053754518315,2.1772970354280017,Dionisos Quick Greek,Greek Restaurant
Barrio Gótico,41.386283537473496,2.1781790256500244,Mercat de Santa Caterina,Market
Barrio Gótico,41.381425609153894,2.180209453520864,Milk Bar & Bistro,Bar
Barrio Gótico,41.3801509166099,2.17684675323,Macchina Pasta Bar,Italian Restaurant
Barrio Gótico,41.38333359312103,2.1727935052679337,HEMA,Furniture / Home Store
Barrio Gótico,41.38010926480547,2.1752822399139404,Plaça Reial (Plaza Real),Plaza
Barrio Gótico,41.384071457735025,2.1728359870641984,Bar Jardí,Bar
Barrio Gótico,41.382021698145124,2.1734780986544435,Irati Taverna Basca,Tapas Restaurant
Barrio Gótico,41.38262245305919,2.1814342938657414,Collage Art & Cocktails Social Club,Cocktail Bar
Barrio Gótico,41.38257420018804,2.1815779409406004,Vila Viniteca,Wine Shop
Barrio Gótico,41.380369,2.17708,L’orwell,Coffee Shop
Barrio Gótico,41.380216065405705,2.1763422746703776,L'antico Borgo Napoletano,Pizza Place
Barrio Gótico,41.38062487169596,2.174682158691744,Bacoa,Burger Joint
Barrio Gótico,41.386935406421124,2.176238685160663,Le Cucine Mandarosso,Italian Restaurant
Barrio Gótico,41.38339126064091,2.181867255004128,La Vinya del Senyor,Wine Bar
Barrio Gótico,41.3845584973843,2.181764044288262,El Xampanyet,Tapas Restaurant
Barrio Gótico,41.385667968182226,2.180879852271949,Demasié,Dessert Shop
Barrio Gótico,41.38096978615803,2.180330085500574,Pizza Pazza,Pizza Place
Barrio Gótico,41.38716149218687,2.175979265248646,L'Antic Teatre,Beer Garden
Barrio Gótico,41.38335766330709,2.172532993761632,Amorino,Ice Cream Shop
Barrio Gótico,41.3806640478255,2.1745940364006144,Farmacia de la Estrella,Pharmacy
Barrio Gótico,41.38038824752991,2.179988551993155,Sensi,Tapas Restaurant
Barrio Gótico,41.38060709068606,2.1781777598588525,Topping Circus,Ice Cream Shop
Barrio Gótico,41.380616420878766,2.1783409358462174,La Veintinueve,Women's Store
Barrio Gótico,41.38195895111797,2.172010882862328,Mercat de Sant Josep - La Boqueria,Market
Barrio Gótico,41.379839648869485,2.176050292648821,Bodega Biarritz,Tapas Restaurant
Barrio Gótico,41.380555628590145,2.178273078115063,La Burnessa,Bar
Barrio Gótico,41.380646618864674,2.177090048789978,Oviso,Restaurant
Barrio Gótico,41.38190813537722,2.1719485229278814,El Quim de la Boqueria,Tapas Restaurant
Barrio Gótico,41.38015657844433,2.1750225214092063,Nou Pipa Club,Speakeasy
Barrio Gótico,41.381433,2.172153,Direkte Boqueria,Spanish Restaurant
Barrio Gótico,41.386694061545136,2.1749496459960938,La Central Hamburguesería,Burger Joint
Barrio Gótico,41.380364,2.177656,Vegetalia,Vegetarian / Vegan Restaurant
Barrio Gótico,41.379934383752875,2.179054162553331,Carabassa,Italian Restaurant
Barrio Gótico,41.38456590214107,2.1720975680036325,Plaça Vila de Madrid,Plaza
Barrio Gótico,41.38200482752299,2.171994616750706,Pinotxo,Mediterranean Restaurant
Barrio Gótico,41.3875955955081,2.17529833316803,Palau de la Música Catalana (Palacio de la Música Catalana),Concert Hall
Barrio Gótico,41.38431379076869,2.171692461879392,Ateneu Barcelonès,Cultural Center
Barrio Gótico,41.3868111,2.1801321,Coffee Casa,Café
Barrio Gótico,41.38441199783403,2.181006073951721,Kinza,Eastern European Restaurant
Barrio Gótico,41.38660423221586,2.173326507695335,Oggi Gelato | Officina Gelato Gusto Italiano,Ice Cream Shop
Barrio Gótico,41.38036226316934,2.1740409661678726,Barcelona Cooking (Cooking classes),Spanish Restaurant
Barrio Gótico,41.38255701209878,2.171887743547184,Palau de la Virreina,Monument / Landmark
Barrio Gótico,41.38039181276278,2.1740582359721197,Ramblas 2,Boarding House
Barrio Gótico,41.3832033,2.1827056,Gocce di Latte,Ice Cream Shop
Barrio Gótico,41.379898,2.1792042,Koku Kitchen Ramen,Ramen Restaurant
Barrio Gótico,41.38543500570213,2.1727432955330657,Hotel Catalonia Portal de l'Àngel,Hotel
Barrio Gótico,41.379747,2.174871,ArtiSa Barcelona,Coffee Shop
Barrio Gótico,41.38283940566987,2.1713176727321084,Chök,Donut Shop
Barrio Gótico,41.37984596721789,2.1760936566327205,Viana,Mediterranean Restaurant
Barrio Gótico,41.37967414197191,2.1780405073363913,Bar Mariatchi,Bar
Barrio Gótico,41.381681,2.172192,Kiosko Universal,Seafood Restaurant
Barrio Gótico,41.37939270093422,2.178638979824464,Tucco,Italian Restaurant
Barrio Gótico,41.38311614610157,2.1716623491079283,BCN Rambla,Hotel
Barrio Gótico,41.386297,2.174114,Merce Vins,Restaurant
Barrio Gótico,41.38361909275254,2.1716833859682083,Nike Store,Sporting Goods Shop
Barrio Gótico,41.38018608270021,2.1808608969581744,The Serras Hotel,Hotel
Barrio Gótico,41.37987551482518,2.1765861812092506,Made in Sicily,Italian Restaurant
Barrio Gótico,41.38250153581559,2.182565754341119,Casa Llotja de Mar,Event Space
Barrio Gótico,41.38139729706408,2.1715807914733887,Bar Clemen-s,Mediterranean Restaurant
Barrio Gótico,41.38688164142553,2.1786002320839835,NAP Neapolitan Authentic Pizza,Pizza Place
Barrio Gótico,41.379954,2.179073,La Pachuca,Mexican Restaurant
Barrio Gótico,41.381621,2.171494,Clemen's,Spanish Restaurant
La Barceloneta,41.38004687981699,2.189249637101365,Baluard Barceloneta,Bakery
La Barceloneta,41.37925390526866,2.1892540978203394,La Cova Fumada,Tapas Restaurant
La Barceloneta,41.3797389508097,2.1881353855133057,Plaça de la Barceloneta,Plaza
La Barceloneta,41.37930321199982,2.1895446496980386,Bodega Fermín,Beer Bar
La Barceloneta,41.3810234,2.1901521,acqua&farina,Pizza Place
La Barceloneta,41.380213875422356,2.1890065281702524,BRO,Burger Joint
La Barceloneta,41.38059695009252,2.1878065054525377,Rumbanroll,Mediterranean Restaurant
La Barceloneta,41.38072588908475,2.1883147533952836,Vinoteca Voramar,Wine Shop
La Barceloneta,41.38150091672574,2.1878577976008304,Jai-Ca,Tapas Restaurant
La Barceloneta,41.381164867623546,2.188436615303488,Can Maño,Mediterranean Restaurant
La Barceloneta,41.37915630767672,2.189099682467895,Somorrostro,Spanish Restaurant
La Barceloneta,41.37983778805918,2.1877115727248437,La Barra Carles Abellan,Restaurant
La Barceloneta,41.38052091621836,2.1875733924235035,La Bombeta,Tapas Restaurant
La Barceloneta,41.37961014544736,2.1930384635925293,Platja de la Barceloneta (Playa de la Barceloneta),Beach
La Barceloneta,41.37962508572007,2.189593425902352,Onda Hair & Beauty Salon,Salon / Barbershop
La Barceloneta,41.37941431607088,2.1905011848537317,el bar del Basko,Tapas Restaurant
La Barceloneta,41.382069649585716,2.1876076142386567,Bitácora,Tapas Restaurant
La Barceloneta,41.38053329752473,2.1872047197081876,Mesōn Barceloneta,Paella Restaurant
La Barceloneta,41.37921948515008,2.19003368638829,Cal Papi,Mediterranean Restaurant
La Barceloneta,41.381973137651435,2.187206685957127,El Vaso de Oro,Beer Bar
La Barceloneta,41.381705,2.188736,Koke Dama Sushi Bar,Sushi Restaurant
La Barceloneta,41.3803561815596,2.1891894936561584,Mercat de la Barceloneta,Market
La Barceloneta,41.380843,2.186375,La Carioca,Brazilian Restaurant
La Barceloneta,41.37844,2.190621,La Fábrica,Food & Drink Shop
La Barceloneta,41.379161732790166,2.1877484892718715,La Pampa,Argentinian Restaurant
La Barceloneta,41.37753029604167,2.1900548798841104,NAP Mar,Pizza Place
La Barceloneta,41.378899419193175,2.1883746251428193,Can Solé,Spanish Restaurant
La Barceloneta,41.37936196579641,2.189932144627611,Bar Electricitat,Tapas Restaurant
La Barceloneta,41.378152547001484,2.1882576658185124,Gelats Dino,Ice Cream Shop
La Barceloneta,41.38012536536615,2.192823886871338,Passeig Marítim de la Barceloneta,Beach
La Barceloneta,41.3790722864595,2.1919951022155177,Barraca,Paella Restaurant
La Barceloneta,41.379059634660244,2.192119624868215,Woki Playa,Fish & Chips Shop
La Barceloneta,41.379794138302714,2.188012783720029,L'Ostia,Mediterranean Restaurant
La Barceloneta,41.38097763250426,2.1896159081453423,Caupolican,Bar
La Barceloneta,41.380331730293435,2.1894238884096504,La Casita,Italian Restaurant
La Barceloneta,41.380525956538534,2.1858185464946365,Terrasa de les indianes,Cocktail Bar
La Barceloneta,41.378128929548396,2.188567209692612,La Malandrina,Steakhouse
La Barceloneta,41.38049300874053,2.186319162931189,Magatzem del Port,Spanish Restaurant
La Barceloneta,41.380570591150686,2.1917041755900755,Piñol,Bar
La Barceloneta,41.377173,2.190422,CocoHouse,Juice Bar
La Barceloneta,41.3796544775902,2.1861353040974114,OneOcean Club,Restaurant
La Barceloneta,41.37808601082858,2.1888094307526242,El Lokillo,Bar
La Barceloneta,41.377792404484836,2.190246208757311,La Roseta,Coffee Shop
La Barceloneta,41.37963,2.1884096,FitBar,Juice Bar
La Barceloneta,41.377336,2.1897589,Paco Alcalde,Paella Restaurant
La Barceloneta,41.38235032904024,2.191602063075529,Fàbrica del Sol,Museum
La Barceloneta,41.38060119144596,2.1858386081747536,1881 per Sagardi,Tapas Restaurant
La Barceloneta,41.37937,2.1881254,N°30,Bar
La Barceloneta,41.37826579464186,2.188861426936149,El Uruguayo,South American Restaurant
La Barceloneta,41.376675,2.190202,Bacoa Barceloneta,Burger Joint
La Barceloneta,41.380281,2.187393,L'Arròs,Paella Restaurant
La Barceloneta,41.378107,2.18871,Iguazu,BBQ Joint
La Barceloneta,41.381613099192094,2.1868216007937367,El Tio Pio,Restaurant
La Barceloneta,41.37732383037213,2.1893700330650034,Can Ros,Paella Restaurant
La Barceloneta,41.378086183984585,2.188436183497511,Urbandock,Burger Joint
La Barceloneta,41.37850571311331,2.1907056356388983,Can Santi,Tapas Restaurant
La Barceloneta,41.37848271925959,2.1914081732999624,Restaurante Salamanca,Paella Restaurant
La Barceloneta,41.379511456124796,2.190965511539291,Leo,Bar
La Barceloneta,41.37901470709972,2.18975512296524,Nostrum Barceloneta,Food & Drink Shop
La Barceloneta,41.38156200982809,2.184232834140539,Green Spot,Vegetarian / Vegan Restaurant
La Barceloneta,41.381397366845064,2.1841764987414236,H10 Port Vell,Hotel
La Barceloneta,41.379034970125794,2.18782489880054,Reina Margherita,Pizza Place
La Barceloneta,41.376684029316955,2.188657962579764,La Mar Salada,Paella Restaurant
La Barceloneta,41.38141116302132,2.194942517694929,Barceloneta Outdoor Gym,Athletics & Sports
La Barceloneta,41.381754,2.187575,El Nou Ramonet,Spanish Restaurant
La Barceloneta,41.38258153657281,2.1908614847193895,Residencia Campus del Mar,College Residence Hall
La Barceloneta,41.37975308274181,2.1875701821522173,Port-Vell Restorante,Mediterranean Restaurant
La Barceloneta,41.37640604975146,2.1904136187524292,Poké Maoli,Hawaiian Restaurant
La Barceloneta,41.38068442806635,2.186023155026679,Museu d'Història de Catalunya,History Museum
La Barceloneta,41.37659683574032,2.1896466819743665,Petit Bar,Bar
La Barceloneta,41.38223330883471,2.1888086171692134,Segons Mercat,Tapas Restaurant
La Barceloneta,41.3785671794418,2.1906389531721038,Cafe De Los Angelitos,Bar
La Barceloneta,41.376723693578334,2.1879858967974903,Circo de los Horrores,Circus
La Barceloneta,41.37739616411243,2.1909063898307193,Surf House Barcelona,Bar
La Barceloneta,41.376931030575115,2.1886166704674737,Vioko,Ice Cream Shop
La Barceloneta,41.37717457804233,2.190891083267291,Box 220 Surfshop,Board Shop
La Barceloneta,41.3775248264719,2.190922122697283,Can Majó,Paella Restaurant
La Barceloneta,41.38075,2.188632,El Pintxo,Spanish Restaurant
La Barceloneta,41.38039940918376,2.1858795741417834,El Merendero de la Mari,Seafood Restaurant
La Barceloneta,41.379568635603306,2.1928169464532004,Xup Xup,Mediterranean Restaurant
La Barceloneta,41.38056239009375,2.187268523005019,Restaurante Perú,Paella Restaurant
La Barceloneta,41.37776449868234,2.1902914592966343,Moloka'i Sup Center,Surf Spot
La Barceloneta,41.38066950427594,2.1852521104618834,La Gavina,Seafood Restaurant
La Barceloneta,41.38130941505225,2.18551233780006,Black Lab Brewhouse & Kitchen,Brewery
La Barceloneta,41.37900198220648,2.187895747040166,Eyescream & Friends,Ice Cream Shop
La Barceloneta,41.383015351435326,2.1950125694274902,Ca la Nuri,Mediterranean Restaurant
La Barceloneta,41.380770117713254,2.188936352066992,Can Ramonet,Seafood Restaurant
La Barceloneta,41.380775774079105,2.1889031699827597,El Bar del Paco,Spanish Restaurant
La Barceloneta,41.382084068887984,2.1943718397921725,Arenal Restaurant,Mediterranean Restaurant
La Barceloneta,41.38371596335473,2.192034768093693,Club De Futbol Barceloneta,Soccer Field
La Barceloneta,41.378328993514714,2.188063362994517,Lolita Barceloneta,Tapas Restaurant
La Barceloneta,41.37705060639321,2.188720901946874,Terrace Sky 54,Café
La Barceloneta,41.38099681119947,2.1869506187156627,Brunch & Cake by the Sea,Breakfast Spot
La Barceloneta,41.38109370524224,2.1899572427306215,Bar Los Pescadores,Food
La Barceloneta,41.37957331222611,2.1913602891663886,El Filferro,Mediterranean Restaurant
La Barceloneta,41.38028626533752,2.187293939893153,Las Fritas,Fast Food Restaurant
La Barceloneta,41.38043212758382,2.1855178072666708,Cal Pinxo - Palau de Mar,Seafood Restaurant
La Barceloneta,41.37760510890006,2.188388700338606,El Rey de la Gamba,Seafood Restaurant
La Barceloneta,41.37841755380924,2.189750928262604,La Cassola,Deli / Bodega
La Barceloneta,41.37955587038119,2.191325751368937,Absenta,Bar
"Sant Pere, Santa Caterina i la Ribera",41.388765219559986,2.177169236886142,Casa Lolea,Spanish Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.388993963749414,2.1760487296098554,Yurbban Trafalgar Hotel,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.388367248979755,2.1779511394712094,La Masala Cafe,Café
"Sant Pere, Santa Caterina i la Ribera",41.388642533255044,2.1792342655262074,Gran Bodega Maestrazgo,Wine Shop
"Sant Pere, Santa Caterina i la Ribera",41.388775191152675,2.175960656441191,Yurbban Passage,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.388951,2.177142,Nømad Coffee Lab & Shop,Coffee Shop
"Sant Pere, Santa Caterina i la Ribera",41.38846732853221,2.176516735401471,Flax & Kale Passage,Vegetarian / Vegan Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.38983615219001,2.1798666446122197,Elsa y Fred,Tapas Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.389560329375925,2.1747571137651573,Hotel Vincci Gala,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.387482172097684,2.180554889193146,Mosquito,Asian Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.38803173286784,2.180568200358626,Costa Pacifico Cevicheria Mexicana,Mexican Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.38844073107136,2.173975234388997,Choko,Art Gallery
"Sant Pere, Santa Caterina i la Ribera",41.39013767779409,2.180060606219633,Fismuler,Theme Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.389452320805695,2.178193850297302,Bar Andorra,Tapas Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.385932,2.175382,Koy Shunka,Japanese Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.389478,2.174006,Jivamukti Yoga Barcelona,Yoga Studio
"Sant Pere, Santa Caterina i la Ribera",41.390169980425334,2.1799519663210196,Hotel REC,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.38683304249229,2.1811852507121974,Impossible,Camera Store
"Sant Pere, Santa Caterina i la Ribera",41.3879905818582,2.1731199935097476,H10 Cubik,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.390713,2.1781003,Bohl,Breakfast Spot
"Sant Pere, Santa Caterina i la Ribera",41.38870086963582,2.1815893290763713,Picnic,Breakfast Spot
"Sant Pere, Santa Caterina i la Ribera",41.386987043908725,2.1744242013525383,Hotel Ohla,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.39110501938544,2.1788549423217773,Madame Chocolat,Clothing Store
"Sant Pere, Santa Caterina i la Ribera",41.39177663737363,2.177398920788187,Librería Gigamesh,Bookstore
"Sant Pere, Santa Caterina i la Ribera",41.39161469486419,2.1775766738256586,360 Hostel Barcelona,Hostel
"Sant Pere, Santa Caterina i la Ribera",41.386936405619295,2.1742437795471874,Terraza Hotel Ohla,Hotel Bar
"Sant Pere, Santa Caterina i la Ribera",41.39108087262071,2.1805715560913086,Arco del Triunfo,Monument / Landmark
"Sant Pere, Santa Caterina i la Ribera",41.38690003164247,2.174378675666239,Flying Tiger,Gift Shop
"Sant Pere, Santa Caterina i la Ribera",41.39154319697768,2.1750752393201007,Pirineu en Boca,BBQ Joint
"Sant Pere, Santa Caterina i la Ribera",41.3869399780264,2.174371457479924,La Plassohla,Tapas Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.389357434162086,2.172936631189824,Citizen Café,Bistro
"Sant Pere, Santa Caterina i la Ribera",41.38504123726966,2.1751520361631678,Shunka,Japanese Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.38989767016121,2.1738874912261963,Hula Poke Food,Hawaiian Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.391018,2.1784825,Tasmango Dessert,Pastry Shop
"Sant Pere, Santa Caterina i la Ribera",41.38925513046537,2.17257364436326,H10 Urquinaona Plaza,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.391296443831564,2.1777270439948464,Black Swan Hostel,Hostel
"Sant Pere, Santa Caterina i la Ribera",41.38477095968229,2.177811306944302,Veritas,Organic Grocery
"Sant Pere, Santa Caterina i la Ribera",41.384776,2.179836,Can Cisa / Bar Brutal,Wine Bar
"Sant Pere, Santa Caterina i la Ribera",41.390944,2.173765,Goiko,Burger Joint
"Sant Pere, Santa Caterina i la Ribera",41.38955641855735,2.1742211788217998,365.cafe,Breakfast Spot
"Sant Pere, Santa Caterina i la Ribera",41.39095031772947,2.1751447138524025,Espais Volart,Art Gallery
"Sant Pere, Santa Caterina i la Ribera",41.39140372575518,2.179347070702985,La Isla Hostal,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.39167165236542,2.1779135024632086,Hotel NH Pódium,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.39244247346108,2.176975314608003,Crossfit Eixample,Gym
"Sant Pere, Santa Caterina i la Ribera",41.392333295330424,2.1781814053112742,Kaburi Rol & Games,Toy / Game Store
"Sant Pere, Santa Caterina i la Ribera",41.38700396525486,2.1743595600128174,Ohla Boutique Bar,Cocktail Bar
"Sant Pere, Santa Caterina i la Ribera",41.387751330227346,2.1718186376168864,Room Mate Pau Hotel,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.390469156140114,2.1723643895452582,Hotel Negresco Princess,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.38668701826183,2.182316333055496,Bar Celta Pulpería,Tapas Restaurant
"Sant Pere, Santa Caterina i la Ribera",41.39208282847029,2.1790608369660585,Triangle Friki (Triángulo Friki),Arcade
"Sant Pere, Santa Caterina i la Ribera",41.38836917172288,2.172658920265913,Sombrereria Mil,Accessories Store
"Sant Pere, Santa Caterina i la Ribera",41.39138352524752,2.1732106403670732,Midtown Apartments Barcelona,Hotel
"Sant Pere, Santa Caterina i la Ribera",41.386111811361715,2.1736186698630604,Lock-Clock Escape Room Barcelona,Escape Room
"Sant Pere, Santa Caterina i la Ribera",41.38691188009629,2.1741709079848226,AquaBliss Fish Spa,Spa
"Sant Pere, Santa Caterina i la Ribera",41.38797706994481,2.1730806793462154,rooftopbar h10 cubik,Lounge
"Sant Pere, Santa Caterina i la Ribera",41.391637359531984,2.176185911992331,Room Mate Gerard Hotel,Hotel
